1789218376290	play_begin	/sdcard/Android/data/dev.agenttranslator/files/air/ru	80	1	3000	-20.0	15/15
1789218376345	play	tat_1411749.wav	2870.1	-20.0	-1.4	16000
1789218382414	play	tat_1457797.wav	2529.9	-20.0	-0.7	16000
1789218388142	play	tat_1722534.wav	2194.3	-20.0	1.0	16000
1789218393547	play	tat_1826085.wav	2570.1	-20.0	-2.7	16000
1789218399331	play	tat_2335369.wav	1970.1	-20.0	-3.5	16000
1789218404515	play	tat_2335447.wav	3070.1	-20.0	-4.9	16000
1789218410826	play	tat_2404225.wav	2620.1	-20.0	-0.7	16000
1789218416697	play	tat_2720840.wav	2720.1	-20.0	-2.7	16000
1789218422663	play	tat_2754913.wav	1100.0	-20.0	-1.2	16000
1789218427016	play	tat_3282130.wav	2592.9	-20.0	-5.9	16000
1789218432831	play	tat_3283042.wav	1970.1	-20.0	0.2	16000
1789218438025	play	tat_329723.wav	1400.0	-20.0	-1.8	16000
1789218442652	play	tat_329907.wav	1650.0	-20.0	-0.7	16000
1789218447541	play	tat_330507.wav	3100.0	-20.0	0.5	16000
1789218453885	play	tat_330509.wav	2700.0	-20.0	-0.5	16000
1789218459854	play	tat_3354267.wav	8079.9	-20.0	-4.9	16000
1789218471188	play	tat_337429.wav	2150.0	-20.0	0.2	16000
1789218476594	play	tat_337437.wav	2250.0	-20.0	-1.2	16000
1789218482091	play	tat_338488.wav	1300.0	-20.0	-1.3	16000
1789218486651	play	tat_338491.wav	2800.0	-20.9	0.8	16000
1789218492683	play	tat_351203.wav	3250.0	-20.0	0.2	16000
1789218499181	play	tat_351209.wav	1900.0	-20.0	-0.9	16000
1789218504346	play	tat_351210.wav	2900.0	-20.0	-0.5	16000
1789218510498	play	tat_351211.wav	2050.0	-20.0	1.0	16000
1789218515795	play	tat_351212.wav	2050.0	-20.0	-1.2	16000
1789218521061	play	tat_351673.wav	2100.0	-20.0	-0.6	16000
1789218526405	play	tat_351799.wav	1650.0	-20.0	-1.2	16000
1789218531299	play	tat_358165.wav	1600.0	-20.0	-0.0	16000
1789218536156	play	tat_366844.wav	1550.0	-20.0	-0.1	16000
1789218540947	play	tat_370862.wav	2950.0	-20.8	0.8	16000
1789218547136	play	tat_374869.wav	1000.0	-20.0	0.4	16000
1789218551374	play	tat_376125.wav	1450.0	-20.1	1.3	16000
1789218556046	play	tat_379409.wav	1150.0	-20.0	-2.9	16000
1789218560438	play	tat_379416.wav	2200.0	-20.0	-3.0	16000
1789218565881	play	tat_379966.wav	2100.0	-20.0	0.1	16000
1789218571214	play	tat_380004.wav	2500.0	-20.0	-0.9	16000
1789218576954	play	tat_380994.wav	2100.0	-20.0	-0.2	16000
1789218582294	play	tat_381029.wav	2350.0	-20.0	-0.5	16000
1789218587874	play	tat_381253.wav	2250.0	-20.0	-2.4	16000
1789218593359	play	tat_381304.wav	2050.0	-20.0	-2.7	16000
1789218598637	play	tat_381366.wav	2500.0	-20.0	-2.3	16000
1789218604374	play	tat_381374.wav	2350.0	-20.0	-0.6	16000
1789218609976	play	tat_381382.wav	2700.0	-20.0	-3.3	16000
1789218615906	play	tat_389742.wav	2320.1	-20.0	-3.1	16000
1789218621456	play	tat_392752.wav	2929.9	-20.0	-4.2	16000
1789218627631	play	tat_392934.wav	2070.1	-20.0	-4.9	16000
1789218632960	play	tat_3965392.wav	2429.9	-20.0	-1.8	16000
1789218638621	play	tat_401105.wav	1650.0	-20.0	-2.1	16000
1789218643520	play	tat_4549971.wav	2170.1	-20.0	-0.7	16000
1789218648939	play	tat_464804.wav	3250.0	-20.0	-1.9	16000
1789218655403	play	tat_4896581.wav	1776.3	-20.0	-0.5	16000
1789218660426	play	tat_5252154.wav	2050.0	-20.0	-1.8	16000
